Track,Album Name,Artist,Release Date,ISRC,All Time Rank,Track Score,Spotify Streams,Spotify Playlist Count,Spotify Playlist Reach,Spotify Popularity,YouTube Views,YouTube Likes,Genres
Good Days,Good Days,SZA,12/25/2020,USRC12004189,806,54,"1,10,58,05,922","1,64,541","6,25,61,721",77,"29,58,72,840","29,47,859",Disco
Leave Before You Love Me (with Jonas Brothers),Summer 2021,Marshmello,4/28/2021,USUG12102313,810,53.9,"84,46,30,935","94,185","5,40,80,564",74,"26,98,92,715","20,20,373",Rock
Youngblood,Youngblood,5 Seconds of Summer,04-12-2018,GBUM71800366,811,53.9,"1,79,05,79,305","1,80,069","7,56,02,805",76,"79,23,69,989","76,27,895",pop
Sweater Weather,I'm Sorry...,The Neighbourhood,01-01-2012,USSM11300080,809,53.9,"2,91,64,12,507","4,15,650","14,93,59,220",85,"1,64,84,85,745","1,83,38,729",jazz
Merayu Tuhan,Merayu Tuhan,Tri Suaka,8/15/2023,QZYFZ2347514,813,53.8,"85,17,888",506,"74,157",43,"7,14,08,616","2,96,903",Rock
If We Being Rï¿½ï,2093,Yeat,2/16/2024,USUM72401643,812,53.8,"9,25,17,121","10,195","1,36,81,051",80,"46,95,846","79,415",pop
Can We Kiss Forever?,Can We Kiss Forever?,Kina,8/31/2018,USSM11914456,815,53.7,"63,44,93,511","89,559","3,20,92,279",66,"32,50,05,278","47,09,406",Rock
Felices los 4,Felices los 4,Maluma,4/21/2017,USSD11700134,814,53.7,"93,28,17,713","73,487","2,43,33,265",68,"2,34,95,58,424","93,18,868",pop
Mariposita,Mariposita,La Vaca Lola,03-04-2021,QZDA62161038,820,53.6,,,,,"1,56,26,50,492","34,25,982",jazz
Relaciï¿½,Relaciï¿½,Sech,04-02-2020,QM9WM2000013,821,53.6,"46,89,00,803","62,750","1,20,74,538",60,"1,13,75,50,621","75,66,148",hip hop
ELOVRGA,Elovrga - Single,Alex Favela,8/18/2023,QZNFJ2303104,819,53.6,"33,38,99,135","24,862","2,09,63,358",75,"18,00,84,509","9,00,128",Rythem
Party Girl,Party Girl,StaySolidRocky,4/21/2020,USSM12002247,816,53.6,"73,04,40,576","1,15,574","1,63,06,099",67,"19,91,61,217","20,37,639",Blues
I Feel It Coming,I Feel It Coming,The Weeknd,11/17/2016,USUG11601012,817,53.6,"1,74,90,88,490","1,93,568","5,23,73,071",72,"1,48,96,47,996","76,16,181",Folk Music
Get In With Me,Get In With Me - Single,Bossman Dlow,1/19/2024,USQX92400087,818,53.6,"3,94,01,314","7,442","1,86,28,678",,"4,54,84,183","3,63,079",Disco
Agua (with J Balvin),"Agua (with J Balvin) [Music From ""Sponge On The Run"" Movie]",Tainy,07-09-2020,USUM72013642,822,53.5,"39,18,56,304","68,311","1,18,88,692",58,"1,04,09,38,222","84,43,453",Rock
Human,Human,Rag'n'Bone Man,7/21/2016,GBARL1600665,824,53.4,"1,01,30,83,048","1,70,367","4,91,13,191",74,"1,90,02,72,147","1,23,02,869",pop
We Still Don't Trust You,WE STILL DON'T TRUST YOU,Future,04-12-2024,USSM12403111,823,53.4,"6,41,93,671","9,077","1,55,69,468",,"1,06,88,644","2,34,397",jazz
snowfall,Snowfall - Single,ýýneheart,1/14/2022,QM3DF2191341,828,53.3,"65,29,49,750","72,344","1,90,14,919",79,"4,62,32,838","9,80,365",Rock
First Love,First Love - Single,Oscar Maydon,12-07-2023,QZJJE2390614,825,53.3,"23,02,91,754","11,519","6,10,76,412",78,"11,31,83,874","6,58,962",pop
La_Original.mp3,La_Original.mp3,Emilia,11-02-2023,USSD12300584,829,53.3,"18,44,41,175","17,845","2,63,00,966",73,"10,95,32,952","6,35,058",jazz
OA,OA,Anuel AA,10/13/2023,QZ7B82300076,827,53.3,"17,89,50,943","29,895","3,59,46,086",80,"11,38,84,335","5,41,097",hip hop
Pagodï¿½ï¿½o do Birimbola (Tchubirabi,Pagodï¿½ï¿½o do Birimbola (Tchubirabi,Os Quebradeiras,11-11-2022,BCO3K2200121,830,53.3,"5,45,13,960","13,089","42,41,209",52,"1,83,119","2,667",Rythem
Ice Cream (with Selena Gomez),Ice Cream (with Selena Gomez),BLACKPINK,8/28/2020,KRA402000131,826,53.3,"57,45,05,748","47,463","1,78,01,611",58,"1,03,73,44,011","2,13,43,581",Blues
Deja Vu,minisode 3: TOMORROW,TOMORROW X TOGETHER,04-01-2024,USA2P2408081,832,53.2,"7,58,94,056","2,524","1,18,57,367",84,"7,08,42,688","13,88,774",Folk Music
one of wun,One of Wun,Gunna,05-10-2024,USAT22403437,831,53.2,"5,84,69,975","7,073","10,84,31,155",82,"44,36,805","59,189",Disco
Thank You (Not So Bad),Thank You (Not So Bad),Dimitri Vegas & Like Mike,12-01-2023,GBARL2301712,838,53.1,"20,01,51,839","32,776","13,38,35,796",82,"1,15,97,448","1,40,956",Rock
Watch This - ARIZONATEARS Pluggnb Remix,Watch This (Lil Uzi Vert) [ARIZONATEARS Pluggnb Remix],Lil Uzi Vert,02-05-2023,USAT22301358,837,53.1,"37,71,74,503","1,00,095","4,12,54,482",71,,,pop
MIDDLE CHILD,MIDDLE CHILD,J. Cole,1/24/2019,QMJMT1902056,836,53.1,"1,28,55,18,117","2,21,749","4,74,61,150",74,"60,61,35,388","54,29,579",jazz
TO THE MOON,TO THE MOON,JNR CHOI,11-05-2021,QZNWW2131527,834,53.1,"27,46,47,899","96,137","1,41,88,085",60,"6,46,40,927","7,76,716",Rock
Fancy Like,Country Stuff,Walker Hayes,06-04-2021,USQX92101534,835,53.1,"32,86,97,441","56,746","68,78,594",66,"17,47,75,864","11,92,058",pop
The Color Violet,Alone At Prom,Tory Lanez,12-10-2021,QZTGW2100275,833,53.1,"80,69,18,358","1,52,298","1,98,63,721",79,"10,52,78,538","10,53,733",jazz
S91,S91,KAROL G,7/14/2023,USUG12305255,840,53,"24,01,61,044","22,270","1,50,87,485",64,"16,46,45,464","13,08,408",hip hop
LALISA,LALISA,LISA,09-10-2021,KRA402100098,839,53,"50,26,55,066","33,286","1,58,76,032",73,"90,03,58,198","2,31,55,453",Rythem
Levitating,Future Nostalgia,Dua Lipa,3/27/2020,GBAHT1901299,841,52.9,"94,68,42,175","1,45,601","3,43,76,048",73,"3,98,55,160","6,60,222",Blues
RUBICON,Gï¿½ï¿½N,Peso Pluma,6/22/2023,QM7282306229,844,52.9,"24,62,24,964","23,436","1,35,07,680",73,"14,77,98,315","4,92,303",Folk Music
Gimme Love,Gimme Love,Sia,9/13/2023,USAT22307798,843,52.9,"10,59,47,434","11,648","1,16,90,122",6,"2,77,07,323","3,25,476",Disco
Diz Aï¿½ï¿½ Qual ï¿½ï¿½ ,Diz Aï¿½ï¿½ Qual ï¿½ï¿½ ,Mc IG,03-07-2024,BRWMB2400220,842,52.9,"7,19,44,011","5,329","2,26,15,957",67,"8,95,27,069","9,35,574",Rock
"Akhiyaan Gulaab (From ""Teri Baaton Mein Aisa Uljha Jiya"")","Akhiyaan Gulaab (From ""Teri Baaton Mein Aisa Uljha Jiya"")",Mitraz,1/19/2024,INS182400204,848,52.8,"11,49,92,281","3,618","1,20,01,774",75,"14,47,97,885","11,23,962",pop
Arjan Vailly,"Arjan Vailly (From ""ANIMAL"")",Manan Bhardwaj,11/18/2023,INS182303269,849,52.8,"12,32,76,250","8,330","36,32,731",,"20,83,02,578","19,03,455",jazz
Demons,Continued Silence - EP,Imagine Dragons,01-01-2012,USUM71201071,847,52.8,"2,27,07,96,677","2,63,640","7,14,70,111",80,"1,73,86,47,396","1,23,75,429",Rock
Supalonely,STELLA & STEVE,BENEE,11/15/2019,USUM71922597,845,52.8,"73,84,07,486","1,11,662","2,67,64,629",62,"36,32,50,356","46,22,840",pop
Lean On (feat. Mï¿½ï¿½ & DJ Sn,Full Circle: The Live Anthology,Major Lazer,11/20/2011,QMUY41500008,846,52.8,"2,08,08,78,370","2,42,511","7,95,06,771",76,"30,89,33,095","23,70,617",jazz
Spin Bout U,Her Loss,Drake,11-04-2022,USUG12208603,856,52.6,"35,66,85,934","88,034","1,69,63,292",71,"5,60,86,730","4,30,375",hip hop
From The Start,From The Start - Single,Laufey,05-11-2023,QM6N22309399,855,52.6,"36,82,56,958","53,922","2,54,50,036",73,"6,92,76,606","13,94,619",Rythem
ZOOM,ZOOM,Jessi,4/13/2022,KRA382204517,850,52.6,"16,61,61,044","22,288","77,74,873",61,"30,35,69,838","58,27,005",Blues
Can't Feel My Face,Your Songs 2015,The Weeknd,03-02-2015,USUG11500741,851,52.6,"1,74,75,34,539","2,12,829","10,12,43,254",76,"1,68,91,90,795","89,27,108",Folk Music
Quï¿½ï¿½ Onda Per,Quï¿½ï¿½ Onda Per,Grupo Firme,3/30/2023,QZDQH2362804,852,52.6,"21,34,05,904","17,694","1,37,23,182",70,"40,14,70,868","9,61,314",Disco
Sexy And I Know It,Sorry For Party Rocking (Japan Version),LMFAO,01-01-2011,USUM71108090,853,52.6,"43,67,22,440","1,07,912","3,37,97,077",62,"1,19,37,24,016","71,30,332",Rock
WHATS POPPIN,WHATS POPPIN,Jack Harlow,1/21/2020,USAT22000162,854,52.6,"81,97,79,577","1,61,131","2,88,74,159",70,"70,94,54,117","71,90,778",pop
POR EL CONTRARIO,ESQUINAS,Becky G,9/28/2023,USRC12302408,857,52.5,"13,19,38,548","5,913","91,67,049",75,"11,86,69,957","6,49,548",jazz
Danza Kuduro - Cover,DON'T STOP WORKOUT -DJMIX-,DJ MIX NON-STOP CHANNEL,12/21/2023,TCJPY2352543,859,52.4,"1,64,81,92,461",15,52,,,,Rock
Rara Vez,Rara Vez,Taiu,02-08-2023,ARUM72300004,860,52.4,"54,41,65,928","58,646","2,04,99,657",77,"20,04,45,038","18,06,923",pop
That That (prod. & feat. SUGA of BTS),PSY 9th,PSY,4/29/2022,QZEKE2084402,858,52.4,"26,94,91,606","26,075","1,61,76,936",66,"74,66,15,342","1,56,69,340",Rock
Espresso,Espresso,Sabrina Carpenter,04-11-2024,USUM72404979,861,52.4,"53,69,86,458",637,"19,07,453",,,,pop
Whoï¿½ï¿½ï¿½s Afraid of Little O,THE TORTURED POETS DEPARTMENT,Taylor Swift,4/18/2024,USUG12401037,862,52.3,"16,61,68,092","5,004","2,56,07,992",78,"1,64,23,009","2,44,859",jazz
THE LONELIEST,THE LONELIEST,Mï¿½ï¿½ne,10-07-2022,ITB002200745,865,52.2,"33,05,93,989","54,823","1,60,21,571",67,"17,55,61,257","22,16,240",hip hop
Yeah Glo!,Yeah Glo! (Alternate Versions),GloRilla,02-08-2024,USUM72400409,864,52.2,"8,95,13,100","8,049","6,04,10,593",75,"3,86,13,955","4,33,335",Rythem
Nunca Es Suficiente,Nunca Es Suficiente,Los ï¿½ï¿½ngeles Az,4/20/2018,MX1721600892,863,52.2,"47,84,94,818","53,736","2,04,78,756",67,"2,14,89,70,473","60,55,824",Blues
MANIKIN (feat. Wifisfuneral),ItWasntEnough - EP,XXXTENTACION,09-08-2023,USQX92304814,868,52.1,"43,06,793","4,668","4,12,676",,,,Folk Music
Copines,Copines,Aya Nakamura,8/24/2018,FRZ041800793,867,52.1,"38,13,22,519","70,125","77,59,068",67,"79,30,25,740","73,00,331",Disco
Thank God,Different Man,Kane Brown,09-09-2022,USRN12200041,866,52.1,"15,73,41,967","20,612","1,13,59,519",67,"9,82,39,826","7,52,054",Rock
TQM,TQM - Single,Fuerza Regida,5/19/2023,QZ9QQ2300371,869,51.8,"49,76,82,165","40,368","2,49,48,673",70,"14,39,49,357","7,29,741",pop
Lily,Different World,Alan Walker,12/14/2018,NOG841813040,870,51.8,"40,38,60,053","45,516","87,31,552",66,"1,05,75,46,150","74,02,999",jazz
Massive,"Honestly, Nevermind",Drake,6/17/2022,USUG12204890,873,51.7,"25,31,14,498","1,11,173","2,09,65,015",65,"4,23,97,563","4,02,014",Rock
a lot,i am > i was,21 Savage,12/21/2018,QZ45A1700126,872,51.7,"94,98,35,159","2,19,301","3,28,15,164",73,"90,51,18,647","65,26,285",pop
Adicto (with Anuel AA & Ozuna),Adicto (with Anuel AA & Ozuna),Tainy,8/22/2019,USUM71912751,871,51.7,"71,18,61,577","84,611","2,86,56,289",69,"1,35,92,20,447","45,86,141",jazz
Tek Baï¿½ï¿½,Tek Baï¿½ï¿½ï¿½ï¿½ma ,Semicenk,05-03-2024,FRX452438249,875,51.6,"2,18,03,486","1,250","49,18,007",72,"3,91,72,911","2,08,885",hip hop
BAND4BAND,BAND4BAND (Official Video),Central Cee,06-06-2024,USSM22401074,874,51.6,"8,61,44,467",1,24,,,,Rythem
Look What You Made Me Do,Look What You Made Me Do,Taylor Swift,8/24/2017,USCJY1750000,876,51.6,"1,15,23,46,128","93,178","6,28,80,711",75,"1,92,22,14,505","1,82,01,048",Blues
WOKE UP,WOKE UP,XG,5/21/2024,JPB602401462,877,51.5,"1,66,84,393","1,247","2,56,06,219",74,"1,91,77,238","8,73,736",Folk Music
Toki,Toki,Casper Magico,05-02-2024,QM4TX2443609,878,51.5,"1,37,41,023","2,062","57,40,990",72,"3,96,58,915","6,35,184",Disco
Young Dumb & Broke,The RCA-List (Vol. 5),Khalid,01-01-2017,USRC11700144,881,51.4,"1,52,71,59,800","1,87,813","8,31,08,168",76,"1,27,03,30,281","87,66,754",Rock
El Beneficio De La Duda,El Beneficio De La Duda,Grupo Firme,5/28/2024,USA2P2433586,880,51.4,"1,55,57,247",446,"3,73,75,496",73,"1,62,86,691","2,16,933",pop
ALV,"Sentimiento, Elegancia y Mï¿½ï¿½s Ma",Arcï¿½ï¿½,11/17/2023,QMFMF2330232,882,51.4,"11,84,90,212","10,053","1,00,75,643",72,"15,81,32,299","8,35,029",jazz
In A Minute,In A Minute,Lil Baby,04-07-2022,USUG12200033,879,51.4,"17,11,18,535","81,407","1,31,77,118",57,"23,83,35,324","17,64,954",Rock
Save Your Tears (with Ariana Grande) (Remix),After Hours (Deluxe),The Weeknd,3/20/2020,USUG12101839,884,51.4,"1,54,93,17,525","1,78,149","7,11,74,158",73,"38,58,84,628","43,02,435",pop
No Se Vale,un,Camilo,02-07-2024,USSD12400019,883,51.4,"1,93,88,370","1,341","71,52,408",,"1,96,58,783","1,36,351",jazz
Jerusalema (feat. Nomcebo Zikode),Jerusalem,Master KG,11/29/2019,ZA82Y1900130,885,51.3,"40,61,32,477","1,10,858","1,34,96,585",66,"92,52,22,640","77,14,435",hip hop
DENTRO DA HILUX,DENTRO DA HILUX - Single,Luan Pereira,8/24/2023,BCX5C2300025,888,51.2,"17,86,99,480","14,552","1,80,55,636",24,"26,17,53,577","14,58,487",Rythem
Funk do Patinho,Funk do Patinho,Bento e Totï¿,1/22/2022,BX7CP2200001,887,51.2,"1,61,97,748","1,827","2,21,916",55,"96,72,75,295","15,62,052",Blues
El Amor de Mi Vida,El Amor de Mi Vida,Los ï¿½ï¿½ngeles Az,8/17/2023,MX1722301696,886,51.2,"13,07,09,283","12,585","1,08,44,674",64,"24,80,99,324","8,59,237",Folk Music
Blueberry Faygo,Certified Hitmaker,Lil Mosey,11-08-2019,USUM72001714,889,51.2,"1,29,52,51,940","1,97,036","3,91,04,125",67,"38,07,93,694","47,33,751",Disco
Jiggle Jiggle,Jiggle Jiggle,Duke & Jones,5/13/2022,GBARL2201151,891,51.2,"12,12,14,716","37,436","61,11,674",56,"1,28,01,028","1,83,570",Rock
En la Intimidad,En la Intimidad,Big One,02-01-2023,ARP7V2200017,890,51.2,"21,07,12,407","24,033","73,43,818",65,"37,98,84,934","10,91,380",pop
Counting Stars,Native (Standard),OneRepublic,01-01-2013,USUM71301306,892,51.1,"2,46,60,06,842","3,43,135","11,43,46,295",81,"30,45,24,339","29,56,756",jazz
Essence (feat. Tems),Essence (feat. Tems),Wizkid,10/28/2020,USRC12003059,893,51,"24,22,54,880","85,783","1,35,63,028",66,"41,81,90,794","28,92,075",Rock
Get Into It (Yuh),Planet Her,Doja Cat,6/25/2021,USRC12101535,895,51,"60,31,96,133","97,704","2,43,05,145",68,"26,57,15,680","37,42,969",pop
RAVE,RAVE,Dxrk ï¿½ï¿½ï¿½,3/18/2022,QM4TX2201027,894,51,"41,55,52,038","1,04,372","4,25,00,205",71,"28,17,72,953","42,99,740",jazz
No Me Conoce,No Me Conoce,Jhay Cortez,2/22/2019,USUM71900979,896,51,"4,95,85,127","9,710","14,28,548",47,"2,27,21,09,362","65,77,485",hip hop
offline,att.,Young Miko,04-05-2024,QZXD92300025,900,50.9,"10,91,49,345","8,869","8,93,12,461",82,"2,12,30,788","1,90,160",Rythem
TOPIA TWINS,UTOPIA,Travis Scott,7/28/2023,USSM12305013,898,50.9,"19,63,69,387","70,723","1,22,74,321",74,"2,62,80,803","4,47,983",Blues
Janze,Janze,Xamdam Sobirov,7/31/2023,RUA1D2384226,899,50.9,"3,44,691",77,"5,871",30,"33,41,94,426","8,66,855",Folk Music
"O Saki Saki (From ""Batla House"")","O Saki Saki (From ""Batla House"")",Neha Kakkar,7/15/2019,INS181904064,897,50.9,"14,49,85,656","15,143","58,92,217",57,"1,66,27,29,195","81,78,016",Disco
Always Remember Us This Way,A Star Is Born Soundtrack,Lady Gaga,10-05-2018,USUM71813195,901,50.9,"1,26,97,60,706","1,37,601","3,23,84,233",76,"82,43,08,720","46,76,578",Rock
Monotonï¿½,Monotonï¿½,Shakira,10/19/2022,USQX92204791,903,50.8,"49,87,44,348","50,326","3,55,86,221",67,"30,65,10,173","41,13,572",pop
Aku Sayang Tapi Kau Tak Paham,Aku Sayang Tapi Kau Tak Paham,DJ Boneng,11/15/2023,GXBAV2345718,902,50.8,"7,16,453",22,"36,989",1,"12,045",174,jazz
Thought You Should Know,Thought You Should Know,Morgan Wallen,05-06-2022,USUG12202977,906,50.7,"34,02,27,841","40,523","62,67,614",73,"13,73,84,524","6,67,467",Rock
CAIRO,CAIRO,KAROL G,11/13/2022,USUM72220925,904,50.7,"44,30,93,379","35,995","2,11,60,001",72,"27,38,52,759","16,90,512",pop
Cupido,Cupido,TINI,2/14/2023,USHR12245118,905,50.7,"35,82,40,136","35,751","2,36,74,275",70,"21,62,26,939","8,44,073",Rock
Raja Ji Ke Dilwa,Raja Ji Ke Dilwa,Pawan Singh,12/19/2023,INM1Q2326022,909,50.6,"4,283",1,3,,"22,48,19,919","12,49,285",pop
Out thï¿½ï¿½,Lyfï¿,Yeat,09-09-2022,USUM72217063,907,50.6,"33,80,97,605","85,480","1,65,09,403",73,"5,42,14,841","6,80,291",jazz
Winning Speech,Winning Speech,Karan Aujla,5/16/2024,AUBEC2438671,910,50.6,"1,79,17,738",938,"57,54,144",73,"2,86,06,016","4,88,260",hip hop
Home,Home - Single,Good Neighbours,1/17/2024,GBUM72400322,911,50.6,"20,50,68,203","19,044","6,21,37,392",,"89,16,657","1,04,172",Rythem
Sobrio,Sobrio,Maluma,07-08-2021,USSD12100322,908,50.6,"60,01,99,930","66,655","2,42,81,295",64,"74,39,54,914","28,17,472",Blues
"Am I Dreaming (Metro Boomin & A$AP Rocky, Roisee)",METRO BOOMIN PRESENTS SPIDER-MAN: ACROSS THE SPIDER-VERSE (SOUNDTRACK FROM AND INSPIRED BY THE MOTION PICTURE),Metro Boomin,06-02-2023,USUM72308540,913,50.5,"24,76,82,011","67,166","1,31,50,883",72,"8,10,60,467","9,25,753",Folk Music
Praise The Lord (Da Shine) (feat. Skepta),TESTING,A$AP Rocky,5/25/2018,USRC11800930,916,50.5,"1,24,49,81,489","2,95,646","4,83,00,175",78,"84,76,56,575","63,37,444",Disco
Se Acabï¿½ï¿½ la Cuaren,Viva el Perreo,Jowell & Randy,08-06-2020,QM6P42086452,915,50.5,"7,34,68,394","23,284","42,40,574",51,"7,31,36,867","8,89,596",Rock
Look Back At It,Look Back At It,A Boogie Wit da Hoodie,12-07-2018,USAT21812667,912,50.5,"76,90,61,748","1,36,145","2,19,10,460",73,"23,32,88,549","23,97,744",pop
End of Beginning,DECIDE,Djo,9/16/2022,GBKPL2205058,918,50.5,"71,07,84,872","64,517","19,19,69,474",90,"4,43,22,144","5,94,352",jazz
K-POP,K-POP (Chopped & Screwed),Travis Scott,7/18/2023,USSM12305652,917,50.5,"28,54,81,590","62,715","2,45,30,922",68,"4,06,88,228","8,17,018",Rock
favorite,favorite - EP,Isabel LaRosa,3/29/2024,USRC12400507,919,50.5,"12,38,02,404","7,364","4,07,69,771",82,"2,12,77,734","4,40,764",pop
You & Me,JENNIE Special Single [You & Me],JENNIE,10-06-2023,KRA402300041,914,50.5,"18,31,34,509","12,210","1,21,94,109",,"16,43,26,447","34,83,743",jazz
Tattoo,Tattoo,Rauw Alejandro,2/13/2020,QZHN21900087,922,50.4,"34,17,42,937","53,836","97,57,013",58,"1,28,13,79,386","71,38,308",hip hop
Waka Waka (This Time for Africa) [The Official 2010 FIFA World Cup (TM) Song] (feat. Freshlyground),So Fresh The Hits of Summer 2011 + The Best Of 2010,Shakira,01-01-2010,USSM11001353,921,50.4,"82,93,52,129","1,59,324","3,60,48,887",61,"4,06,28,29,308","2,36,06,907",Rythem
LA RANGER (feat. Myke Towers),The Academy: Segunda Misiï¿½,The Academy: Segunda Misiï¿½,3/28/2024,USWL12400690,920,50.4,"7,97,86,203","8,939","7,59,31,694",76,"3,26,16,728","2,16,834",Blues
no tears left to cry,No Tears Left To Cry,Ariana Grande,4/20/2018,USUM71805289,923,50.2,"1,33,13,71,819","1,00,503","3,68,40,744",71,"1,42,68,55,223","1,17,06,422",Folk Music
I Fck Up,I Fck Up - Single,Prince Ayaya,10/28/2023,QZTBB2395775,924,50.1,,44,223,,"92,839","1,676",Disco
Upside Down,Upside Down,JVKE,8/18/2020,QM24S2008283,925,50.1,"12,13,91,098","28,044","61,94,695",54,"1,90,99,476","4,65,493",Rock
Crawling,Papercuts,Linkin Park,04-12-2024,USWB11201319,927,50.1,"57,02,90,910",174,"5,25,584",,,,pop
Nosso Quadro,AgroPlay Verï¿½ï¿½o V,AgroPlay,02-02-2023,BCA6L2300010,926,50.1,"42,30,18,422","23,872","1,67,79,061",63,"36,18,13,279","17,27,192",jazz
APAGA EL CEL,APAGA EL CEL - Single,FloyyMenor,5/17/2024,QZMWW2484259,929,50,"3,32,45,898","2,343","6,94,71,936",78,"1,57,55,338","2,03,277",Rock
Genda Phool (feat. Payal Dev),Genda Phool (feat. Payal Dev),Badshah,3/26/2020,INS172000876,930,50,"8,62,95,058","7,591","30,58,131",55,"1,02,29,45,729","69,94,273",pop
Pure Cocaine,Street Gossip,Lil Baby,11/30/2018,USUG11802285,928,50,"65,25,59,944","1,70,734","1,74,63,888",74,"31,73,20,682","21,95,610",jazz
Espresso,Espresso,Sabrina Carpenter,04-12-2024,USUV72401318,933,49.9,"53,69,86,458",1,2,,,,hip hop
Pretty Little Poison,Pretty Little Poison - Single,Warren Zeiders,3/17/2023,USWB12300190,932,49.9,"14,25,12,477","23,828","93,80,794",72,"5,62,77,759","4,36,896",Rythem
Corazï¿½ï¿½n Roto - R,Corazï¿½ï¿½n Roto (Re,Brray,04-07-2023,USUM72305202,931,49.9,"20,32,12,015","36,459","1,37,19,365",67,"17,83,02,256","6,77,453",Blues
Summer,Todo Exitos 2014 (Los Nï¿½ï¿½mero 1 Del A,Calvin Harris,01-01-2014,GBARL1400296,935,49.8,"1,49,75,64,072","2,55,037","10,51,80,321",81,"1,98,99,30,606","87,40,440",Folk Music
Murder On My Mind,Murder On My Mind,YNW Melly,06-01-2018,QMCE31801827,934,49.8,"1,05,55,58,326","2,08,777","2,10,77,896",72,"95,26,44,680","88,20,105",Disco
You Are The Reason,You Are The Reason,Calum Scott,11/17/2017,USUM71710315,937,49.8,"1,04,25,31,612","1,19,883","3,12,04,776",73,"1,42,51,88,874","1,00,37,251",Rock
Bad Liar,Bad Liar,Imagine Dragons,11-06-2018,USUM71816161,938,49.8,"1,05,69,29,910","1,34,812","3,11,12,950",74,"90,84,33,462","82,91,217",pop
Wild Ones (feat. Jelly Roll),Wild Ones (feat. Jelly Roll),Jessie Murph,10-06-2023,USQX92304180,936,49.8,"16,53,47,464","21,942","1,37,99,115",,"4,37,92,907","3,13,018",jazz
ROXANNE,ROXANNE,Arizona Zervas,10-10-2019,USSM11914320,939,49.7,"1,47,49,68,552","1,70,595","3,11,45,335",68,"47,36,97,535","54,39,167",Rock
Softly,Making Memories,Karan Aujla,8/18/2023,CAW112300244,941,49.6,"15,00,73,848","12,340","84,09,772",71,"23,23,89,376","16,37,844",pop
Tacones Rojos,Tacones Rojos,Sebastian Yatra,10/22/2021,USUM72119612,940,49.6,"64,17,56,842","80,542","2,30,90,494",68,"55,88,12,868","28,87,216",jazz
Ride the Vibe,Ride the Vibe,NEXZ,5/20/2024,US5TA2400118,942,49.6,"8,99,456",147,"27,84,044",46,"3,14,19,384","1,39,393",hip hop
family ties,family ties - Single,Baby Keem,8/27/2021,USSM12105949,945,49.5,"78,62,98,066","2,04,148","5,76,23,622",77,"6,34,03,993","5,57,514",Rythem
"Perdonarte, ï¿½ï¿½Para Q","Perdonarte, ï¿½ï¿½Para Q",Los ï¿½ï¿½ngeles Az,5/23/2024,MX1722401778,943,49.5,"1,95,14,243","1,329","4,21,80,412",75,"1,75,45,232","1,95,611",Blues
Whatever It Takes,Whatever It Takes,Imagine Dragons,05-09-2017,USUM71703515,944,49.5,"1,25,72,58,072","1,56,442","3,32,71,283",76,"1,19,28,80,501","78,15,307",Folk Music
POP!,IM NAYEON,NAYEON,6/24/2022,US5TA2200041,946,49.4,"29,68,28,933","25,748","1,25,35,016",69,"40,77,76,018","86,69,558",Disco
Into the Unknown,New Horizons,ALPHA 9,1/13/2023,GBEWA2206731,948,49.4,"78,985",67,"5,674",9,"62,15,61,070","35,98,710",Rock
Lonely At The Top,Work Of Art,Asake,6/15/2023,USUYG1490059,947,49.4,"8,46,55,991","13,107","76,78,884",69,"7,50,76,449","5,10,479",pop
ecstacy (slowed),ecstacy (slowed),SUICIDAL-IDOL,06-06-2023,QZK6F2330686,949,49.3,"24,26,61,037","43,999","98,93,510",74,"5,17,22,759","7,83,780",jazz
Si Se Da,Si Se Da,Myke Towers,2/26/2019,QM4TX1920224,952,49.3,"31,72,23,968","47,247","75,78,697",54,"1,86,74,82,161","51,47,665",Rock
Holy (feat. Chance The Rapper),Holy,Justin Bieber,9/18/2020,USUM72017013,950,49.3,"78,75,46,548","1,10,389","4,44,78,175",63,"39,68,61,382","62,41,346",pop
